,TF,Target,Mode,PMID,TF_age,Tg_age
0,Aatf,Bak1,Unknown,22983126,Eukaryota,Eumetazoa
1,Aatf,Bax,Unknown,22983126,Eukaryota,Eumetazoa
2,Aatf,Bbc3,Unknown,22983126,Eukaryota,Mammalia
3,Aatf,Cdkn1a,Unknown,21317046,Eukaryota,Eumetazoa
4,Aatf,Tpt1,Activation,17157788,Eukaryota,Eukaryota
5,Aatf,Trp53,Activation,17157788;20708154,Eukaryota,Opisthokonta
6,Abl1,Trp53,Unknown,7651743,Euk+Bac,Opisthokonta
7,Abl1,Trp73,Unknown,11466610,Euk+Bac,
8,Aebp2,Jarid2,Unknown,25451679,Eumetazoa,Eumetazoa
9,Aebp2,Snai2,Unknown,25451679,Eumetazoa,Eumetazoa
10,Aes,Ihh,Activation,15183720,,Eumetazoa
11,Ahr,Abcc4,Unknown,20395535,Eumetazoa,Euk+Bac
12,Ahr,Apaf1,Unknown,18524851,Eumetazoa,
13,Ahr,Cyp19a1,Activation,16260617,Eumetazoa,Eumetazoa
14,Ahr,Cyp1a1,Activation,1317062;15313166;19474220,Eumetazoa,Euk+Bac
15,Ahr,Cyp1a1,Unknown,11248424;19470599;24639079,Eumetazoa,Euk+Bac
16,Ahr,Cyp1a2,Unknown,22442665,Eumetazoa,Euk+Bac
17,Ahr,Cyp1b1,Unknown,19470599;22442665,Eumetazoa,Eumetazoa
18,Ahr,E2f2,Unknown,20573986,Eumetazoa,Eukaryota
19,Ahr,Gata4,Repression,22684894,Eumetazoa,
20,Ahr,Gsta1,Activation,19474220,Eumetazoa,Euk+Bac
21,Ahr,Il17a,Repression,21266768,Eumetazoa,Mammalia
22,Ahr,Il17a,Unknown,21266776,Eumetazoa,Mammalia
23,Ahr,Il6,Repression,19703987;21930594,Eumetazoa,Vertebrata
24,Ahr,Lhb,Unknown,24145128,Eumetazoa,Vertebrata
25,Ahr,Nkx2-5,Repression,22684894,Eumetazoa,Eumetazoa
26,Ahr,Nqo1,Activation,19474220,Eumetazoa,Cellular_organisms
27,Ahr,Nqo1,Unknown,23800876,Eumetazoa,Cellular_organisms
28,Ahr,Pla2g4a,Activation,19716514,Eumetazoa,Opisthokonta
29,Ahr,Ptgs2,Activation,15213229,Eumetazoa,Eukaryota
30,Ahr,Serpinb2,Unknown,19822660,Eumetazoa,Cellular_organisms
31,Ahr,Sim1,Unknown,14660629,Eumetazoa,Eumetazoa
32,Ahr,Smoc2,Unknown,19146932,Eumetazoa,Eumetazoa
33,Ahr,Snai2,Activation,16952353,Eumetazoa,Eumetazoa
34,Ahr,Ugt1a6a,Activation,19474220,Eumetazoa,
35,Ahr,Vav3,Activation,21115475,Eumetazoa,Eukaryota
36,Aire,Bmp2,Unknown,23850677,Vertebrata,Eumetazoa
37,Aire,F11,Activation,22203960,Vertebrata,Mammalia
38,Alx4,Fgf10,Activation,25673119,Eukaryota,Eumetazoa
39,Ankrd1,Myl2,Repression,9043061,Vertebrata,Eukaryota
40,Ankrd1,Nppa,Repression,18273862,Vertebrata,Vertebrata
41,Apbb1,Lrp1,Repression,17920016,Eumetazoa,Eumetazoa
42,Apbb1,Notch1,Unknown,22199353,Eumetazoa,Eukaryota
43,Apc,Ctnnb1,Unknown,15327768,Eumetazoa,Eumetazoa
44,Apc,Myc,Repression,10229202;16510874,Eumetazoa,Eumetazoa
45,Apc,Spp1,Activation,17565744,Eumetazoa,Mammalia
46,Apc,Tcf4,Activation,10489374,Eumetazoa,Eumetazoa
47,Apc,Trp53,Repression,18533991,Eumetazoa,Opisthokonta
48,Apex1,Apod,Unknown,20493910,Cellular_organisms,Euk+Bac
49,Apex1,Blk,Activation,14594818,Cellular_organisms,Vertebrata
50,Apex1,Ccl12,Activation,17045925,Cellular_organisms,Mammalia
51,Apex1,Nfkb1,Activation,17045925;20498636,Cellular_organisms,Eumetazoa
52,Apex1,Nfkb1,Unknown,19268524,Cellular_organisms,Eumetazoa
53,Apex1,Pax5,Activation,14594818,Cellular_organisms,
54,Apex1,Ptgs2,Activation,20498636,Cellular_organisms,Eukaryota
55,Apex1,Rela,Activation,17045925,Cellular_organisms,Eumetazoa
56,Apex1,Tlr4,Repression,14706822,Cellular_organisms,Eumetazoa
57,Ar,Ccr2,Activation,19907077,Vertebrata,Vertebrata
58,Ar,Cga,Repression,11518798,Vertebrata,Vertebrata
59,Ar,Fkbp5,Unknown,16210365,Vertebrata,Euk+Bac
60,Ar,Foxa1,Unknown,12750453,Vertebrata,Eumetazoa
61,Ar,Klkb1,Unknown,22695118,Vertebrata,Eumetazoa
62,Ar,Nkx3-1,Activation,16697957,Vertebrata,Vertebrata
63,Ar,Nkx3-1,Unknown,23786676,Vertebrata,Vertebrata
64,Ar,Nr0b1,Repression,12081648,Vertebrata,Eumetazoa
65,Ar,Psat1,Unknown,15923603,Vertebrata,Euk+Bac
66,Ar,Runx2,Repression,19389811,Vertebrata,Eumetazoa
67,Ar,Scnn1a,Activation,16172422,Vertebrata,Eumetazoa
68,Ar,Sox2,Repression,23326489,Vertebrata,Eumetazoa
69,Ar,Tnf,Activation,19907077,Vertebrata,Vertebrata
70,Ar,rsl,Activation,9727045,Vertebrata,
71,Arid3a,Cr2,Unknown,19487031,Eumetazoa,Eumetazoa
72,Arid3a,Igh,Activation,19214191;21955986,Eumetazoa,
73,Arid3b,Igh,Activation,21955986,Eumetazoa,
74,Arid5b,Sox9,Unknown,24276541,Eumetazoa,Eumetazoa
75,Arl6ip5,Parp1,Repression,17462538,Eumetazoa,Eukaryota
76,Arl6ip5,Xrcc1,Activation,17462538,Eumetazoa,Eukaryota
77,Arnt,Atxn3,Unknown,15233999,Eumetazoa,Eukaryota
78,Arnt,Cyp1a1,Activation,15313166;17023418,Eumetazoa,Euk+Bac
79,Arnt,Cyp1a2,Unknown,22442665,Eumetazoa,Euk+Bac
80,Arnt,Cyp1b1,Unknown,22442665,Eumetazoa,Eumetazoa
81,Arnt,E2f2,Unknown,20573986,Eumetazoa,Eukaryota
82,Arnt,Sim1,Unknown,14660629,Eumetazoa,Eumetazoa
83,Arnt,Th,Repression,17457889,Eumetazoa,Eumetazoa
84,Arntl,Bhlhe40,Activation,19032342,Eumetazoa,Vertebrata
85,Arntl,Bhlhe40,Unknown,16267380,Eumetazoa,Vertebrata
86,Arntl,Bhlhe41,Unknown,16267380,Eumetazoa,Vertebrata
87,Arntl,Ctnnb1,Unknown,7787888,Eumetazoa,Eumetazoa
88,Arntl,Cxcl5,Unknown,25064128,Eumetazoa,Mammalia
89,Arntl,Dbp,Unknown,16474407,Eumetazoa,Eumetazoa
90,Arntl,Maoa,Unknown,18439826,Eumetazoa,Euk+Bac
91,Arntl,Nfe2l2,Repression,23547261,Eumetazoa,Eumetazoa
92,Arntl,Per1,Activation,12397359;12544823;15147242,Eumetazoa,Eumetazoa
93,Arntl,Per1,Unknown,16267380;21479263,Eumetazoa,Eumetazoa
94,Arntl,Per2,Activation,24051492,Eumetazoa,Eumetazoa
95,Arntl,Tcf3,Unknown,7787888,Eumetazoa,Eumetazoa
96,Arntl,Vwf,Repression,20658528,Eumetazoa,Eumetazoa
97,Arntl,Wnt10a,Unknown,7787888,Eumetazoa,Eumetazoa
98,Arntl2,Thbd,Unknown,17848551,Eumetazoa,Vertebrata
99,Arx,Kdm5c,Unknown,23246292,Eumetazoa,Eukaryota
100,Arx,Shh,Activation,24968361,Eumetazoa,Eumetazoa
101,Ascl1,Bub1,Activation,15060276,Eumetazoa,Eukaryota
102,Ascl1,Cdkn2d,Activation,15060276,Eumetazoa,Euk+Bac
103,Ascl1,Dll3,Unknown,19389376,Eumetazoa,Mammalia
104,Ascl1,Dll4,Activation,24257627,Eumetazoa,Vertebrata
105,Ascl1,Hes5,Unknown,22714260,Eumetazoa,Vertebrata
106,Ascl1,Pdgfra,Activation,17442807,Eumetazoa,Vertebrata
107,Ascl1,Phox2a,Activation,9435282,Eumetazoa,Eumetazoa
108,Ascl1,Rnd3,Activation,21435554,Eumetazoa,Vertebrata
109,Ascl1,Tph2,Activation,19542360,Eumetazoa,Euk+Bac
110,Ash1l,Tgfb1,Unknown,22488473,Opisthokonta,Eumetazoa
111,Ash1l,Timp1,Unknown,22488473,Opisthokonta,Eumetazoa
112,Asxl1,Fabp4,Unknown,21047783,Eumetazoa,Eumetazoa
113,Atf1,Cebpb,Unknown,14593102,Eumetazoa,Vertebrata
114,Atf1,Hspa5,Activation,12871976,Eumetazoa,Eukaryota
115,Atf1,Nudt1,Unknown,11314867,Eumetazoa,Euk+Bac
116,Atf1,Thbs1,Unknown,9371503,Eumetazoa,Eumetazoa
117,Atf2,Ccnd1,Activation,10464245;9990041,Eumetazoa,Vertebrata
118,Atf2,Cebpa,Activation,11243868,Eumetazoa,Eumetazoa
119,Atf2,Entpd1,Activation,20178980,Eumetazoa,Eukaryota
120,Atf2,Fgf21,Activation,25055037,Eumetazoa,Vertebrata
121,Atf2,Fos,Activation,21069729,Eumetazoa,Eumetazoa
122,Atf2,Gabrb3,Activation,8703044,Eumetazoa,Eumetazoa
123,Atf2,Il23a,Repression,18802055,Eumetazoa,Mammalia
124,Atf2,Ins2,Activation,21278380,Eumetazoa,Vertebrata
125,Atf2,Ins2,Unknown,10909971,Eumetazoa,Vertebrata
126,Atf2,Per1,Unknown,15226430,Eumetazoa,Eumetazoa
127,Atf2,Pparg,Activation,11243868,Eumetazoa,Vertebrata
128,Atf2,Rela,Activation,21350211,Eumetazoa,Eumetazoa
129,Atf2,Rhob,Activation,11160903,Eumetazoa,Vertebrata
130,Atf2,Serpinb5,Activation,17700520,Eumetazoa,Cellular_organisms
131,Atf2,Sox9,Unknown,24144697,Eumetazoa,Eumetazoa
132,Atf2,Tnf,Unknown,12509451,Eumetazoa,Vertebrata
133,Atf2,Ucp1,Unknown,15024092,Eumetazoa,Eukaryota
134,Atf3,Atf3,Repression,22989952,Eumetazoa,Eumetazoa
135,Atf3,Ccnd1,Activation,11375399,Eumetazoa,Vertebrata
136,Atf3,Gck,Unknown,25074928,Eumetazoa,Euk+Bac
137,Atf3,Il12b,Repression,16688168,Eumetazoa,Vertebrata
138,Atf3,Il6,Repression,16688168,Eumetazoa,Vertebrata
139,Atf3,Pdx1,Repression,21821004,Eumetazoa,Vertebrata
140,Atf3,Sort1,Repression,22466652,Eumetazoa,Eukaryota
141,Atf3,Tnfrsf10b,Activation,21927023,Eumetazoa,Vertebrata
142,Atf4,Bglap3,Unknown,21866569,Vertebrata,Vertebrata
143,Atf4,Cdkn1a,Activation,12611881,Vertebrata,Eumetazoa
144,Atf4,Cdkn1b,Activation,12611881,Vertebrata,Eumetazoa
145,Atf4,Ddr2,Activation,20564243,Vertebrata,Eumetazoa
146,Atf4,Fgf15,Activation,23205607,Vertebrata,Vertebrata
147,Atf4,Fgf2,Unknown,22378151,Vertebrata,Eumetazoa
148,Atf4,Hspa5,Activation,12871976,Vertebrata,Eukaryota
149,Atf4,Ihh,Unknown,19906842,Vertebrata,Eumetazoa
150,Atf4,Il6,Activation,23990363,Vertebrata,Vertebrata
151,Atf4,Mcm7,Unknown,22739985,Vertebrata,Euk_Archaea
152,Atf4,Mir106b,Unknown,22739985,Vertebrata,
153,Atf4,Sphk2,Activation,25808625,Vertebrata,Eukaryota
154,Atf4,Trib3,Unknown,20592469,Vertebrata,Eumetazoa
155,Atf6,Hspa5,Activation,12871976;16452489,Eukaryota,Eukaryota
156,Atf6,Wbp1,Activation,21841196,Eukaryota,Eumetazoa
157,Atm,Cdkn1a,Repression,20368352,Eukaryota,Eumetazoa
158,Atm,Sp7,Activation,16644862,Eukaryota,Vertebrata
159,Atm,Trp53,Activation,14752509,Eukaryota,Opisthokonta
160,Atm,Trp53,Unknown,18171989,Eukaryota,Opisthokonta
161,Atoh1,Barhl1,Activation,16384683,Eumetazoa,Eumetazoa
162,Atoh1,Hes6,Activation,17826772,Eumetazoa,Eumetazoa
163,Atoh1,Nr2f6,Activation,16679559,Eumetazoa,Eumetazoa
164,Atoh1,Pou4f3,Unknown,19908278,Eumetazoa,Eumetazoa
165,Bach1,Hbb,Repression,14660636;15809329,Vertebrata,
166,Bach1,Hmox1,Repression,12356737;15743416;15809329;16487038;18426999;19119918;19282658;19439223;20501657;22712528;25391381;25463280,Vertebrata,Euk+Bac
167,Bach1,Hmox1,Unknown,17257585;24613086,Vertebrata,Euk+Bac
168,Bach1,Mmp1a,Activation,21873975,Vertebrata,Mammalia
169,Bach1,Trp53,Repression,22348305,Vertebrata,Opisthokonta
170,Bach2,Prdm1,Repression,17046816;21296099,,Opisthokonta
171,Barx2,Acta2,Unknown,19269978,Vertebrata,Eukaryota
172,Barx2,L1cam,Activation,9122247,Vertebrata,Eumetazoa
173,Barx2,L1cam,Unknown,10781615,Vertebrata,Eumetazoa
174,Barx2,Pax1,Unknown,19269978,Vertebrata,Eumetazoa
175,Batf2,Ccl5,Activation,25957166,Mammalia,Vertebrata
176,Batf2,Nos2,Activation,25957166,Mammalia,Euk+Bac
177,Batf2,Tnf,Activation,25957166,Mammalia,Vertebrata
178,Batf3,Irf8,Activation,26054719,Vertebrata,Eumetazoa
179,Bcl11a,Frzb,Activation,22491945,Eumetazoa,Eumetazoa
180,Bcl11b,Ahr,Repression,26231117,Eumetazoa,Eumetazoa
181,Bcl11b,Bcl2l1,Activation,17369851,Eumetazoa,Eumetazoa
182,Bcl11b,Cdkn1b,Activation,17369851,Eumetazoa,Eumetazoa
183,Bcl11b,Foxp3,Unknown,21875956,Eumetazoa,Eumetazoa
184,Bcl11b,Gfi1,Unknown,26231117,Eumetazoa,Eumetazoa
185,Bcl11b,Il10,Unknown,21875956,Eumetazoa,Vertebrata
186,Bcl11b,Notch1,Unknown,23015591,Eumetazoa,Eukaryota
187,Bcl11b,Runx3,Repression,20544728,Eumetazoa,Eumetazoa
188,Bcl11b,Zbtb7b,Repression,20544728,Eumetazoa,Eumetazoa
189,Bcl3,Ccnd1,Unknown,11713278,Eukaryota,Vertebrata
190,Bcl3,Ctsl,Unknown,21249144,Eukaryota,Eukaryota
191,Bcl3,Cxcl10,Unknown,21249144,Eukaryota,Mammalia
192,Bcl3,Fbxo32,Unknown,21249144,Eukaryota,Eumetazoa
193,Bcl3,Ifng,Unknown,16790793,Eukaryota,Vertebrata
194,Bcl3,Il23a,Unknown,18375954,Eukaryota,Mammalia
195,Bcl3,Nfkb1,Repression,24459141,Eukaryota,Eumetazoa
196,Bcl3,Nfkb1,Unknown,15546001;24244019,Eukaryota,Eumetazoa
197,Bcl3,Nfkb2,Unknown,24244019,Eukaryota,Eukaryota
198,Bcl3,Nos1,Unknown,17641044,Eukaryota,Euk+Bac
199,Bcl3,Runx1,Unknown,21249144,Eukaryota,Eumetazoa
200,Bcl3,Tnf,Repression,15465827,Eukaryota,Vertebrata
201,Bcl3,Tnf,Unknown,22782967,Eukaryota,Vertebrata
202,Bcl3,Tnfaip3,Activation,19826422,Eukaryota,Eumetazoa
203,Bcl3,Tnfrsf12a,Unknown,21249144,Eukaryota,Vertebrata
204,Bcl3,Trim63,Unknown,21249144;23251550,Eukaryota,Vertebrata
205,Bcl3,Ubc,Unknown,21249144,Eukaryota,Eukaryota
206,Bcl6,Batf,Repression,24863065,Eumetazoa,Vertebrata
207,Bcl6,Bcl6,Repression,12407182,Eumetazoa,Eumetazoa
208,Bcl6,Cdkn1a,Repression,24269670;24586582,Eumetazoa,Eumetazoa
209,Bcl6,Cdkn1b,Repression,24269670,Eumetazoa,Eumetazoa
210,Bcl6,Cdkn2b,Repression,24586582,Eumetazoa,Euk+Bac
211,Bcl6,Csf1r,Activation,15860730,Eumetazoa,Vertebrata
212,Bcl6,Gadd45a,Repression,24269670,Eumetazoa,Vertebrata
213,Bcl6,Gata3,Activation,23053511,Eumetazoa,Opisthokonta
214,Bcl6,Gata3,Repression,23053511,Eumetazoa,Opisthokonta
215,Bcl6,Hdac7,Repression,11929873,Eumetazoa,Cellular_organisms
216,Bcl6,Ifng,Unknown,19631565,Eumetazoa,Vertebrata
217,Bcl6,Il17a,Unknown,19631565,Eumetazoa,Mammalia
218,Bcl6,Il9,Repression,24879792,Eumetazoa,Mammalia
219,Bcl6,Mir21a,Repression,23416424,Eumetazoa,
220,Bcl6,Myc,Activation,24269670,Eumetazoa,Eumetazoa
221,Bcl6,Prdm1,Repression,22406686,Eumetazoa,Opisthokonta
222,Bcl6,Rorc,Unknown,19631565,Eumetazoa,Eumetazoa
223,Bcl6,Socs2,Unknown,24892698,Eumetazoa,Eumetazoa
224,Bcl6,Tbx21,Unknown,19631565,Eumetazoa,Eumetazoa
225,Bcl6b,Rbpj,Unknown,22279058,Eumetazoa,Opisthokonta
226,Bhlhe40,Il2ra,Activation,21057086,Vertebrata,Mammalia
227,Bmi1,Cdk1,Unknown,24392139,Eukaryota,Eukaryota
228,Bmi1,Cdkn1a,Repression,19270157,Eukaryota,Eumetazoa
229,Bmi1,Cdkn1a,Unknown,18371338,Eukaryota,Eumetazoa
230,Bmi1,Cdkn2a,Activation,20808772,Eukaryota,Mammalia
231,Bmi1,Cdkn2a,Repression,19270157,Eukaryota,Mammalia
232,Bmi1,Cdkn2a,Unknown,15964995,Eukaryota,Mammalia
233,Bmi1,Cdkn2d,Repression,19270157,Eukaryota,Euk+Bac
234,Bmi1,Dkk1,Unknown,19351856,Eukaryota,Eumetazoa
235,Bmi1,E4f1,Activation,21088222,Eukaryota,Opisthokonta
236,Bmi1,Hmga2,Repression,22351929,Eukaryota,Vertebrata
237,Bmi1,Ikzf1,Repression,22185780,Eukaryota,Opisthokonta
238,Bmi1,Nanog,Activation,25348805,Eukaryota,Mammalia
239,Bmi1,Nanog,Repression,25348805,Eukaryota,Mammalia
240,Bmi1,Nfkb1,Activation,25348805,Eukaryota,Eumetazoa
241,Bmi1,Pmaip1,Unknown,18411339,Eukaryota,Mammalia
242,Bmi1,Pten,Unknown,22614013,Eukaryota,Eukaryota
243,Bmp4,Chst11,Activation,25511584,Eumetazoa,Eumetazoa
244,Bmp6,Mycn,Unknown,16931907,Eumetazoa,Opisthokonta
245,Brca1,Akt1,Activation,22665067,Eumetazoa,Eukaryota
246,Brca1,Cdkn1a,Activation,21245169,Eumetazoa,Eumetazoa
247,Brca1,Hmga2,Repression,20007691,Eumetazoa,Vertebrata
248,Brca1,Mad2l1,Activation,15563594,Eumetazoa,Eukaryota
249,Brca1,Mdm2,Activation,9207798,Eumetazoa,Eumetazoa
250,Brca1,Rad51,Activation,10843985,Eumetazoa,Euk_Archaea
251,Brca1,Sirt1,Activation,18851829,Eumetazoa,Euk+Bac
252,Brca1,Tpt1,Activation,21245169,Eumetazoa,Eukaryota
253,Brca2,Cdkn1a,Repression,9171369,Eukaryota,Eumetazoa
254,Btg2,Atoh1,Activation,15056715,Eumetazoa,Eumetazoa
255,Btg2,Creb1,Activation,23058912,Eumetazoa,Eumetazoa
256,Bub3,Apod,Unknown,20493910,Eukaryota,Euk+Bac
257,Cbfa2t3,Epb42,Unknown,19799863,Eumetazoa,Vertebrata
258,Cbx6,Ccne1,Repression,22214847,Eumetazoa,Eukaryota
259,Ccnd1,Cdkn2a,Activation,23938323,Vertebrata,Mammalia
260,Cd7,Nfkb1,Activation,18355446,Vertebrata,Eumetazoa
261,Cdx1,Ccl25,Unknown,16517733,Eumetazoa,Mammalia
262,Cdx1,Cdx2,Unknown,19725873,Eumetazoa,Eumetazoa
263,Cdx1,Mafb,Repression,21098558,Eumetazoa,Eumetazoa
264,Cdx2,Ccl25,Unknown,16517733,Eumetazoa,Mammalia
265,Cdx2,Cdh17,Activation,20568120,Eumetazoa,Eumetazoa
266,Cdx2,Cdx1,Unknown,19725873,Eumetazoa,Eumetazoa
267,Cdx2,Cdx4,Unknown,20933081,Eumetazoa,Eumetazoa
268,Cdx2,Glb1,Unknown,10677375,Eumetazoa,Euk+Bac
269,Cdx2,Heph,Activation,15825077,Eumetazoa,Opisthokonta
270,Cdx2,Kitl,Activation,17466947,Eumetazoa,
271,Cdx2,Mgam,Unknown,20425755,Eumetazoa,Eukaryota
272,Cdx2,Nanog,Repression,24059348,Eumetazoa,Mammalia
273,Cdx2,Nanog,Unknown,19564890,Eumetazoa,Mammalia
274,Cdx2,Pou5f1,Repression,17194449;20081188;23741512;24059348,Eumetazoa,Mammalia
275,Cdx2,Shh,Repression,20199401,Eumetazoa,Eumetazoa
276,Cdx2,Sis,Activation,9679043,Eumetazoa,Eukaryota
277,Cdx2,Xist,Activation,22942124,Eumetazoa,
278,Cdx4,Hoxa9,Unknown,17183676,Eumetazoa,Eukaryota
279,Cebpa,Abca3,Unknown,17890326,Eumetazoa,Eukaryota
280,Cebpa,Alb,Unknown,10542249,Eumetazoa,Vertebrata
281,Cebpa,Aldh3a1,Unknown,10591537,Eumetazoa,Euk+Bac
282,Cebpa,Amelx,Activation,16595692,Eumetazoa,Vertebrata
283,Cebpa,Apod,Unknown,20493910,Eumetazoa,Euk+Bac
284,Cebpa,Bcl2,Activation,18987666;21813505,Eumetazoa,Opisthokonta
285,Cebpa,Cflar,Activation,18987666,Eumetazoa,Vertebrata
286,Cebpa,Clu,Activation,21464964,Eumetazoa,Vertebrata
287,Cebpa,Crabp2,Repression,20228061,Eumetazoa,Vertebrata
288,Cebpa,Elane,Unknown,8756629,Eumetazoa,Eumetazoa
289,Cebpa,Il12b,Activation,10940886,Eumetazoa,Vertebrata
290,Cebpa,Il4,Activation,21454593,Eumetazoa,Mammalia
291,Cebpa,Lpin1,Activation,18930917,Eumetazoa,Eukaryota
292,Cebpa,Mstn,Unknown,18334608,Eumetazoa,Eumetazoa
293,Cebpa,Nfkb1,Activation,19380823;21813505,Eumetazoa,Eumetazoa
294,Cebpa,Nos2,Activation,10198420;16146692,Eumetazoa,Euk+Bac
295,Cebpa,Nr1h3,Unknown,12054659,Eumetazoa,Eumetazoa
296,Cebpa,Pck1,Activation,12560325,Eumetazoa,Cellular_organisms
297,Cebpa,Prtn3,Unknown,10677505,Eumetazoa,Eumetazoa
298,Cebpa,Ptgs2,Activation,16146692,Eumetazoa,Eukaryota
299,Cebpa,Ptgs2,Unknown,20506344,Eumetazoa,Eukaryota
300,Cebpa,Scgb1a1,Activation,10745028;11193754;12161423,Eumetazoa,Mammalia
301,Cebpa,Slc2a4,Activation,12641495,Eumetazoa,Euk+Bac
302,Cebpa,Spi1,Unknown,12949251,Eumetazoa,Vertebrata
303,Cebpa,Zbtb16,Unknown,19723763,Eumetazoa,Eumetazoa
304,Cebpb,Abl1,Unknown,19563810,Vertebrata,Euk+Bac
305,Cebpb,Abl2,Unknown,19563810,Vertebrata,Vertebrata
306,Cebpb,Alb,Unknown,10542249,Vertebrata,Vertebrata
307,Cebpb,Aldh3a1,Unknown,10591537,Vertebrata,Euk+Bac
308,Cebpb,Atf3,Unknown,16326703,Vertebrata,Eumetazoa
309,Cebpb,Bcl2,Activation,21813505,Vertebrata,Opisthokonta
310,Cebpb,Bglap,Unknown,15713650,Vertebrata,Vertebrata
311,Cebpb,Btg2,Unknown,21292824,Vertebrata,Eumetazoa
312,Cebpb,Cdkn1a,Unknown,11733516,Vertebrata,Eumetazoa
313,Cebpb,Cebpa,Activation,19663997,Vertebrata,Eumetazoa
314,Cebpb,Cebpa,Unknown,16431920,Vertebrata,Eumetazoa
315,Cebpb,Clu,Activation,21464964,Vertebrata,Vertebrata
316,Cebpb,Cr2,Unknown,19487031,Vertebrata,Eumetazoa
317,Cebpb,Csf1r,Repression,11866474,Vertebrata,Vertebrata
318,Cebpb,Csf3,Activation,21455770,Vertebrata,Vertebrata
319,Cebpb,Csf3,Unknown,7513199,Vertebrata,Vertebrata
320,Cebpb,Csn2,Unknown,11726661,Vertebrata,Mammalia
321,Cebpb,Cxcr4,Unknown,23966000,Vertebrata,Eumetazoa
322,Cebpb,Cyr61,Unknown,21292824,Vertebrata,
323,Cebpb,Fos,Activation,15860545,Vertebrata,Eumetazoa
324,Cebpb,Fos,Unknown,11278638;18180320,Vertebrata,Eumetazoa
325,Cebpb,Foxf1,Activation,16144835,Vertebrata,Eumetazoa
326,Cebpb,Gsta2,Activation,15870285,Vertebrata,Eukaryota
327,Cebpb,H2-K1,Activation,12184911,Vertebrata,Vertebrata
328,Cebpb,Hgf,Unknown,9315634,Vertebrata,Eukaryota
329,Cebpb,Id2,Unknown,15809228,Vertebrata,Eumetazoa
330,Cebpb,Il1b,Activation,14670622;16399630;16867259,Vertebrata,Vertebrata
331,Cebpb,Il5ra,Unknown,19231596,Vertebrata,Vertebrata
332,Cebpb,Il6,Unknown,1730090,Vertebrata,Vertebrata
333,Cebpb,Insr,Unknown,12665574,Vertebrata,Eumetazoa
334,Cebpb,Mafb,Unknown,19440205,Vertebrata,Eumetazoa
335,Cebpb,Myc,Repression,21098707,Vertebrata,Eumetazoa
336,Cebpb,Pck1,Activation,10224054;12560325,Vertebrata,Cellular_organisms
337,Cebpb,Pparg,Activation,16431920;23178591,Vertebrata,Vertebrata
338,Cebpb,Ppargc1a,Activation,19491401,Vertebrata,Eumetazoa
339,Cebpb,Ptgs1,Unknown,9561442,Vertebrata,Eukaryota
340,Cebpb,Ptgs2,Activation,10841183;14552705,Vertebrata,Eukaryota
341,Cebpb,Ptgs2,Unknown,10652293;11278846;17996688;18650268;20506344;9561442,Vertebrata,Eukaryota
342,Cebpb,Runx2,Repression,17579210,Vertebrata,Eumetazoa
343,Cebpb,Runx2,Unknown,21612856,Vertebrata,Eumetazoa
344,Cebpb,Scgb1a1,Repression,14500549,Vertebrata,Mammalia
345,Cebpb,Serpine1,Activation,17197388,Vertebrata,Cellular_organisms
346,Cebpb,Slc10a1,Unknown,14701722,Vertebrata,Euk+Bac
347,Cebpb,Snrpn,Unknown,15361068,Vertebrata,Eukaryota
348,Cebpb,Socs3,Unknown,21292824,Vertebrata,Eumetazoa
349,Cebpb,Trp53,Unknown,11733516,Vertebrata,Opisthokonta
350,Cebpb,Ucp1,Activation,15762841;19491401,Vertebrata,Eukaryota
351,Cebpe,Mxd1,Unknown,14576045,Mammalia,Eumetazoa
352,Cebpg,Cebpa,Repression,7501458,Eumetazoa,Eumetazoa
353,Cebpg,Cebpb,Repression,7501458,Eumetazoa,Vertebrata
354,Cebpg,Il6,Unknown,12177065,Eumetazoa,Vertebrata
355,Cebpz,Hspa1b,Activation,17251428,Eukaryota,Eukaryota
356,Chd1,Ubtfl1,Activation,26092847,Eukaryota,Mammalia
357,Chd4,Cd4,Activation,17980631,Eukaryota,Vertebrata
358,Chd4,Id2,Repression,22302795,Eukaryota,Eumetazoa
359,Chd4,Jun,Repression,22302795,Eukaryota,Eumetazoa
360,Chd4,Ngfr,Repression,22302795,Eukaryota,Eumetazoa
361,Chd7,Gli3,Unknown,21532573,Cellular_organisms,Eumetazoa
362,Chd7,Jag1,Activation,21532573,Cellular_organisms,Opisthokonta
363,Chd7,Mycn,Unknown,21532573,Cellular_organisms,Opisthokonta
364,Chd7,Sox11,Activation,23827709,Cellular_organisms,Eumetazoa
365,Chd7,Sox4,Activation,23827709,Cellular_organisms,Eumetazoa
366,Chd8,Brca1,Unknown,16949368,,Eumetazoa
367,Chd8,Myc,Unknown,16949368,,Eumetazoa
368,Chd8,Stat3,Repression,16452319,,Vertebrata
369,Chd8,Tcf4,Repression,16452319,,Eumetazoa
370,Ciita,Col1a2,Unknown,15247294,Opisthokonta,Opisthokonta
371,Ciita,Nfatc1,Activation,20466061,Opisthokonta,Vertebrata
372,Ciita,Oscar,Activation,20466061,Opisthokonta,Mammalia
373,Cited2,Cebpa,Activation,18358466,Eumetazoa,Eumetazoa
374,Cited2,Fgf9,Repression,19757380,Eumetazoa,Eumetazoa
375,Cited2,Ldhb,Activation,24083546,Eumetazoa,Cellular_organisms
